organizacion_id;provincia_id
12257;06
14160;06
14371;06
16293;06
5071;06
10675;06
13328;06
16360;06
15942;06
16384;06
15099;06
12994;06
15048;06
15119;06
16332;06
12298;06
16355;06
18675;06
13376;06
16348;06
586;06
1216;06
1229;06
1230;06
1573;06
2319;06
3360;06
3361;06
3564;06
3741;06
3761;06
4616;06
4631;06
4743;06
4898;06
5178;06
5590;06
5937;06
5938;06
6587;06
6846;06
6854;06
7422;06
7423;06
7424;06
7645;06
7887;06
8228;06
8832;06
9211;06
9640;06
9737;06
10051;06
10211;06
10428;06
10882;06
11310;06
12104;06
14705;06
15361;06
15362;06
15363;06
16063;06
16066;06
16079;06
16309;06
17114;06
17339;06
18970;06
19156;06
16394;06
16393;06
18669;06
